docId,SentenceID,Word,Tag
1,25,as,O
1,25,well,O
1,25,as,O
1,25,the,O
1,25,atomically,O
1,25,sharp,O
1,25,core/shell,B-morph
1,25,interface,O
1,25,of,O
1,25,h-WO3/WS2,B-mat
1,26,The,O
1,26,morphology,O
1,26,of,O
1,26,the,O
1,26,hWO3/WS2,B-mat
1,26,core/shell,B-morph
1,26,nanowire,B-morph
1,26,is,O
1,26,further,O
1,26,investigated,O
1,26,by,O
1,26,crosssectional,O
1,26,TEM,O
1,26,characterizations,O
1,27,The,O
1,27,stacking,O
1,27,of,O
1,27,such,O
1,27,crystalline,O
1,27,units,O
1,27,along,O
1,27,the,O
1,27,c-axis,O
1,27,suggests,O
1,27,that,O
1,27,core,O
1,27,h-WO3,B-mat
1,27,nanowires,B-morph
1,27,possess,O
1,27,a,O
1,27,long,O
1,27,1D,B-morph
1,27,hexagonal,O
1,27,open,O
1,27,channel,O
1,27,along,O
1,27,their,O
1,27,lengths,B-morph
1,28,These,O
1,28,open,O
1,28,1D,B-morph
1,28,channels,O
1,28,are,O
1,28,the,O
1,28,intrinsic,O
1,28,features,O
1,28,of,O
1,28,h-WO3,B-mat
1,28,compared,O
1,28,to,O
1,28,other,O
1,28,phases,O
1,28,such,O
1,28,as,O
1,28,monoclinic,O
1,28,m-,O
1,28,WO3,B-mat
1,28,and,O
1,28,their,O
1,28,advantages,O
1,28,for,O
1,28,pseudocapacitive,O
1,28,reactions,O
1,28,via,O
1,28,enhanced,O
1,28,ion/carrier,O
1,28,transports,O
1,28,have,O
1,28,previously,O
1,28,been,O
1,28,suggested,O
1,28,elsewhere,O
1,29,The,O
1,29,morphology,O
1,29,of,O
1,29,the,O
1,29,h-WO3/WS2,B-mat
1,29,interface,O
1,29,was,O
1,29,also,O
1,29,investigated,O
1,29,by,O
1,29,BF-HRTEM,O
1,29,and,O
1,29,energy,O
1,29,dispersive,O
1,29,Xray,O
1,29,spectroscopy,O
1,29,EDS-STEM,O
1,29,characterizations,O
1,30,The,O
1,30,BF-HRTEM,O
1,30,images,O
1,30,also,O
1,30,confirm,O
1,30,the,O
1,30,atomically,O
1,30,sharp,O
1,30,hWO3/WS2,B-mat
1,30,interface,O
1,30,indicating,O
1,30,the,O
1,30,conformal,O
1,30,growth,O
1,30,of,O
1,30,2D,B-morph
1,30,WS2,B-mat
1,30,layers,O
1,30,on,O
1,30,top,O
1,30,of,O
1,30,the,O
1,30,outer,O
1,30,surface,O
1,30,of,O
1,30,the,O
1,30,h-WO3,B-mat
1,30,core,O
1,31,The,O
1,31,electrochemical,O
1,31,performance,O
1,31,of,O
1,31,the,O
1,31,h-WO3/WS2,B-mat
1,31,core/shell,B-morph
1,31,nanowire,B-morph
1,31,on,O
1,31,a,O
1,31,W,B-mat
1,31,foil,I-mat
1,31,effective,O
1,31,area:,O
1,31,1,B-val
1,31,cm2,I-val
1,31,was,O
1,31,evaluated,O
1,31,in,O
1,31,a,O
1,31,three-electrode,O
1,31,geometry,O
1,31,using,O
1,31,0.1,B-val
1,31,M,I-val
1,31,sodium,B-electrolyte
1,31,sulfate,I-electrolyte
1,31,Na2SO4,B-electrolyte
1,31,solution,O
1,31,as,O
1,31,an,O
1,31,electrolyte,O
1,31,and,O
1,31,the,O
1,31,backside,O
1,31,of,O
1,31,the,O
1,31,W,B-mat
1,31,foil,I-mat
1,31,as,O
1,31,a,O
1,31,working,O
1,31,electrode,O
1,32,These,O
1,32,values,O
1,32,are,O
1,32,much,O
1,32,higher,O
1,32,than,O
1,32,those,O
1,32,from,O
1,32,previously,O
1,32,developed,O
1,32,stand-alone,O
1,32,2D,B-morph
1,32,TMD-based,O
1,32,supercapacitors,O
1,32,and,O
1,32,their,O
1,32,composites,O
1,32,obtained,O
1,32,at,O
1,32,comparable,O
1,32,scan,O
1,32,rates,O
1,33,For,O
1,33,comparison,O
1,33,pristine,O
1,33,h-WO3,B-mat
1,33,nanowires,B-morph
1,33,prior,O
1,33,to,O
1,33,sulfurization,B-proc
1,33,were,O
1,33,also,O
1,33,tested,O
1,33,under,O
1,33,CV,O
1,33,measurements,O
1,34,The,O
1,34,plots,O
1,34,show,O
1,34,2,O
1,34,orders,O
1,34,of,O
1,34,magnitude,O
1,34,lower,O
1,34,capacitance,O
1,34,for,O
1,34,the,O
1,34,pristine,O
1,34,state,O
1,34,in,O
1,34,comparison,O
1,34,to,O
1,34,the,O
1,34,core/shell,B-morph
1,34,structureindicating,O
1,34,that,O
1,34,the,O
1,34,2D,B-morph
1,34,WS2,B-mat
1,34,shell,O
1,34,is,O
1,34,critically,O
1,34,responsible,O
1,34,for,O
1,34,enhancing,O
1,34,the,O
1,34,capacitive,O
1,34,performance,O
1,35,The,O
1,35,initial,O
1,35,increase,O
1,35,of,O
1,35,the,O
1,35,capacitance,O
1,35,is,O
1,35,attributed,O
1,35,to,O
1,35,that,O
1,35,the,O
1,35,2D,B-morph
1,35,WS2,B-mat
1,35,shell,O
1,35,becomes,O
1,35,more,O
1,35,electrochemically,O
1,35,active,O
1,35,with,O
1,35,increasing,O
1,35,cycles,O
1,35,as,O
1,35,the,O
1,35,number,O
1,35,of,O
1,35,2D,B-morph
1,35,layers,O
1,35,that,O
1,35,come,O
1,35,into,O
1,35,contact,O
1,35,with,O
1,35,the,O
1,35,electrolyte,O
1,35,increases,O
1,36,which,O
1,36,surpasses,O
1,36,the,O
1,36,performance,O
1,36,of,O
1,36,all,O
1,36,the,O
1,36,previously,O
1,36,reported,O
1,36,2D,B-morph
1,36,TMDs-based,O
1,36,supercapacitors,O
1,36,and,O
1,36,is,O
1,36,comparable,O
1,36,to,O
1,36,the,O
1,36,state-of-the-art,O
1,36,carbon-based,O
1,36,supercapacitors,O
1,37,Higher,O
1,37,capacitance,O
1,37,values,O
1,37,were,O
1,37,obtained,O
1,37,with,O
1,37,lowering,O
1,37,scan,O
1,37,rates,O
1,37,in,O
1,37,the,O
1,37,tested,O
1,37,range,O
1,37,of,O
1,37,5,B-val
1,37,mV/s,I-val
1,37,to,O
1,37,1000,B-val
1,37,mV/s,I-val
1,37,for,O
1,37,example,O
1,37,47.5,B-val
1,37,mF/cm2,I-val
1,37,at,O
1,37,5,B-val
1,37,mV/s,I-val
1,37,and,O
1,37,33,B-val
1,37,mF/cm2,I-val
1,37,at,O
1,37,10,B-val
1,37,mV/s,I-val
1,38,The,O
1,38,solid-state,O
1,38,device,O
1,38,achieved,O
1,38,a,O
1,38,maximum,O
1,38,areal,O
1,38,capacitance,O
1,38,of,O
1,38,18.3,B-val
1,38,mF/cm2,I-val
1,38,at,O
1,38,a,O
1,38,scan,O
1,38,rate,O
1,38,of,O
1,38,5,B-val
1,38,mV/s,I-val
1,38,which,O
1,38,is,O
1,38,much,O
1,38,higher,O
1,38,than,O
1,38,other,O
1,38,2D,B-morph
1,38,material-based,O
1,38,devices,O
1,38,fabricated,O
1,38,by,O
1,38,various,O
1,38,methods,O
1,38,such,O
1,38,as,O
1,38,spray,O
1,38,painted,O
1,38,MoS2,B-mat
1,38,nanosheets,O
1,38,8,B-val
1,38,mF/cm2,I-val
1,39,The,O
1,39,excellent,O
1,39,electrochemical,O
1,39,properties,O
1,39,of,O
1,39,the,O
1,39,core/shell,B-morph
1,39,nanowires,B-morph
1,39,are,O
1,39,mainly,O
1,39,attributed,O
1,39,to,O
1,39,EDLC,O
1,39,mechanism,O
1,39,but,O
1,39,the,O
1,39,possibility,O
1,39,of,O
1,39,pseudocapacitive,O
1,39,reactions,O
1,39,cannot,O
1,39,be,O
1,39,completely,O
1,39,ruled,O
1,39,out,O
1,40,In,O
1,40,the,O
1,40,first,O
1,40,step,O
1,40,an,O
1,40,array,O
1,40,of,O
1,40,vertically,O
1,40,aligned,O
1,40,h-WO3,B-mat
1,40,nanowires,B-morph
1,40,was,O
1,40,prepared,O
1,40,on,O
1,40,top,O
1,40,of,O
1,40,a,O
1,40,thin,O
1,40,100,B-val
1,40,μm,I-val
1,40,W,B-mat
1,40,foil,I-mat
1,40,by,O
1,40,its,O
1,40,oxidation,B-proc
1,41,First,O
1,41,the,O
1,41,W,B-mat
1,41,foil,I-mat
1,41,was,O
1,41,sequentially,O
1,41,cleaned,O
1,41,in,O
1,41,an,O
1,41,ultrasonic,O
1,41,bath,O
1,41,with,O
1,41,acetone,O
1,41,hydrochloric,O
1,41,acid,O
1,41,ethanol,O
1,41,and,O
1,41,deionized,O
1,41,water,O
1,41,A,O
1,41,10,O
1,41,wt,O
1,41,%,O
1,41,KOH,B-electrolyte
1,41,solution,O
1,41,was,O
1,41,drop-casted,B-proc
1,41,on,O
1,41,the,O
1,41,top,O
1,41,surface,O
1,41,of,O
1,41,the,O
1,41,foil,O
1,41,followed,O
1,41,by,O
1,41,spin,B-proc
1,41,coating,I-proc
1,41,at,O
1,41,2000,B-val
1,41,rpm,I-val
1,42,Then,O
1,42,the,O
1,42,foil,O
1,42,was,O
1,42,kept,O
1,42,in,O
1,42,a,O
1,42,thermal,O
1,42,furnace,O
1,42,which,O
1,42,was,O
1,42,subsequently,O
1,42,heat,B-proc
1,42,up,I-proc
1,42,from,O
1,42,room,O
1,42,temperature,O
1,42,to,O
1,42,650,B-val
1,42,°C,I-val
1,42,at,O
1,42,a,O
1,42,ramp,O
1,42,rate,O
1,42,of,O
1,42,12,B-val
1,42,°C/min,I-val
1,42,The,O
1,42,furnace,O
1,42,was,O
1,42,held,O
1,42,for,O
1,42,2,B-val
1,42,h,I-val
1,42,dwell,O
1,42,time,O
1,42,at,O
1,42,atmospheric,O
1,42,pressure,O
1,42,followed,O
1,42,by,O
1,42,a,O
1,42,natural,O
1,42,cool-down,O
1,42,to,O
1,42,room,O
1,42,temperature,O
1,43,furnace,O
1,43,was,O
1,43,heated,B-proc
1,43,up,I-proc
1,43,to,O
1,43,850,B-val
1,43,°C,I-val
1,43,at,O
1,43,a,O
1,43,rate,O
1,43,of,O
1,43,20,B-val
1,43,°C/min,I-val
1,43,and,O
1,43,was,O
1,43,held,O
1,43,for,O
1,43,40,B-val
1,43,min,I-val
2,44,We,O
2,44,report,O
2,44,a,O
2,44,coaxial,O
2,44,fiber,O
2,44,supercapacitor,O
2,44,which,O
2,44,consists,O
2,44,of,O
2,44,carbon,B-mat
2,44,microfiber,B-morph
2,44,bundles,I-morph
2,44,coated,O
2,44,with,O
2,44,multiwalled,O
2,44,carbon,B-mat
2,44,nanotubes,B-morph
2,44,as,O
2,44,a,O
2,44,core,O
2,44,electrode,O
2,44,and,O
2,44,carbon,B-mat
2,44,nanofiber,B-morph
2,44,paper,O
2,44,as,O
2,44,an,O
2,44,outer,O
2,44,electrode,O
2,45,The,O
2,45,capacitance,O
2,45,reached,O
2,45,6.3,B-val
2,45,mF,I-val
2,45,cm-1,I-val
2,45,86.8,B-val
2,45,mF,I-val
2,45,cm-2,I-val
2,45,at,O
2,45,a,O
2,45,core,O
2,45,electrode,O
2,45,diameter,B-morph
2,45,of,O
2,45,230,B-val
2,45,µm,I-val
2,45,and,O
2,45,the,O
2,45,measured,O
2,45,energy,O
2,45,density,O
2,45,was,O
2,45,0.7,B-val
2,45,µWh,I-val
2,45,cm-1,I-val
2,45,9.8,B-val
2,45,µWh,I-val
2,45,cm-2,I-val
2,45,at,O
2,45,a,O
2,45,power,O
2,45,density,O
2,45,of,O
2,45,13.7,B-val
2,45,µW,I-val
2,45,cm-1,I-val
2,45,189.4,B-val
2,45,µW,I-val
2,45,cm-2,I-val
2,45,which,O
2,45,were,O
2,45,much,O
2,45,higher,O
2,45,than,O
2,45,the,O
2,45,previous,O
2,45,reports,O
2,46,The,O
2,46,high,O
2,46,capacitance,O
2,46,high,O
2,46,energy,O
2,46,density,O
2,46,and,O
2,46,power,O
2,46,density,O
2,46,of,O
2,46,the,O
2,46,coaxial,O
2,46,fiber,O
2,46,supercapacitor,O
2,46,are,O
2,46,attributed,O
2,46,to,O
2,46,not,O
2,46,only,O
2,46,high,O
2,46,effective,O
2,46,surface,O
2,46,area,O
2,46,due,O
2,46,to,O
2,46,its,O
2,46,coaxial,O
2,46,structure,O
2,46,and,O
2,46,bundle,O
2,46,of,O
2,46,the,O
2,46,core,O
2,46,electrode,O
2,46,but,O
2,46,also,O
2,46,all-carbon,O
2,46,materials,O
2,46,electrodes,O
2,46,which,O
2,46,have,O
2,46,high,O
2,46,conductivity,O
2,47,Carbon,B-mat
2,47,microfibers,B-morph
2,47,CMFs,B-mat
2,47,are,O
2,47,well-known,O
2,47,for,O
2,47,not,O
2,47,only,O
2,47,high,O
2,47,mechanical,O
2,47,strength,O
2,47,but,O
2,47,also,O
2,47,light,O
2,47,highly,O
2,47,conductive,O
2,47,bendable,O
2,47,and,O
2,47,inert,O
2,47,under,O
2,47,ambient,O
2,47,conditions,O
2,47,and,O
2,47,can,O
2,47,be,O
2,47,woven,O
2,47,to,O
2,47,form,O
2,47,wearable,O
2,47,cloths,O
2,47,and,O
2,47,are,O
2,47,thus,O
2,47,attractive,O
2,47,as,O
2,47,electrode,O
2,47,materials,O
2,47,for,O
2,47,various,O
2,47,energy,O
2,47,storage,O
2,47,devices,O
2,48,Our,O
2,48,aim,O
2,48,is,O
2,48,using,O
2,48,CMFs,B-mat
2,48,to,O
2,48,design,O
2,48,a,O
2,48,highly,O
2,48,flexible,O
2,48,coaxial,O
2,48,fiber,O
2,48,supercapacitor,O
2,48,with,O
2,48,high,O
2,48,energy,O
2,48,density,O
2,48,and,O
2,48,power,O
2,48,density,O
2,48,which,O
2,48,can,O
2,48,ultimately,O
2,48,be,O
2,48,woven,O
2,48,into,O
2,48,self-powered,O
2,48,wearable,O
2,48,electronics,O
2,49,In,O
2,49,this,O
2,49,report,O
2,49,a,O
2,49,coaxial,O
2,49,fiber,O
2,49,supercapacitor,O
2,49,was,O
2,49,fabricated,O
2,49,using,O
2,49,all,O
2,49,carbon,B-mat
2,49,materials,O
2,50,The,O
2,50,structure,O
2,50,of,O
2,50,the,O
2,50,developed,O
2,50,supercapacitor,O
2,50,consisted,O
2,50,of,O
2,50,a,O
2,50,carbon,B-mat
2,50,microfiber,B-morph
2,50,bundle,O
2,50,coated,O
2,50,with,O
2,50,multiwalled,B-morph
2,50,carbon,B-mat
2,50,nanotubes,B-morph
2,50,MWCNTs,B-mat
2,50,as,O
2,50,a,O
2,50,core,O
2,50,electrode,O
2,50,in,O
2,50,the,O
2,50,center,O
2,50,of,O
2,50,the,O
2,50,coaxial,O
2,50,supercapacitor,O
2,50,and,O
2,50,a,O
2,50,carbon,B-mat
2,50,nanofiber,B-morph
2,50,CNF,B-mat
2,50,film,O
2,50,prepared,O
2,50,by,O
2,50,electrospinning,B-proc
2,50,as,O
2,50,an,O
2,50,outer,O
2,50,electrode,O
2,51,A,O
2,51,commercially-available,O
2,51,CMF,B-mat
2,51,bundle,O
2,51,with,O
2,51,an,O
2,51,individual,O
2,51,fiber,O
2,51,diameter,B-morph
2,51,of,O
2,51,7,B-val
2,51,µm,I-val
2,51,was,O
2,51,used,O
2,51,as,O
2,51,a,O
2,51,core,O
2,51,electrode,O
2,51,due,O
2,51,to,O
2,51,its,O
2,51,high,O
2,51,mechanical,O
2,51,strength,O
2,51,tensile,O
2,51,strength,O
2,51,2,O
2,51,GPa,O
2,51,Figure,O
2,51,S1,O
2,51,and,O
2,51,high,O
2,51,conductivity,O
2,51,103,B-val
2,51,S/cm,I-val
2,52,To,O
2,52,increase,O
2,52,the,O
2,52,specific,O
2,52,capacitance,O
2,52,MWCNTs,B-mat
2,52,were,O
2,52,coated,O
2,52,onto,O
2,52,CMF,B-mat
2,52,bundle,O
2,52,MWCNTs,B-mat
2,52,were,O
